KS611EW to KS613EW - NS-SeC by sex,,,,
ONS Crown Copyright Reserved [from Nomis on 17 December 2025],,,,
,,,,
population,All usual residents aged 16 to 74,,,
units,Persons,,,
date,2011,,,
rural urban,Total,,,
sex,All persons,,,
,,,,
2011 ward,All categories: NS-SeC,"1. Higher managerial, administrative and professional occupations",7. Routine occupations,8. Never worked and long-term unemployed
E05001882 : Apley Castle,"2,315",337,154,75
E05001883 : Arleston,"2,554",133,441,245
E05001884 : Brookside,"5,024",258,900,440
E05001885 : Church Aston and Lilleshall,"2,327",323,207,48
E05001886 : College,"2,263",183,311,229
E05001887 : Cuckoo Oak,"3,903",177,775,315
E05001888 : Dawley Magna,"7,235",429,"1,242",409
E05001889 : Donnington,"4,915",250,"1,023",312
E05001890 : Dothill,"1,836",162,253,94
E05001891 : Edgmond,"2,654",309,151,40
E05001892 : Ercall,"2,262",286,180,89
E05001893 : Ercall Magna,"2,100",249,182,57
E05001894 : Hadley and Leegomery,"8,188",442,"1,472",579
E05001895 : Haygate,"2,359",166,366,159
E05001896 : Horsehay and Lightmoor,"3,081",422,261,89
E05001897 : Ironbridge Gorge,"2,067",333,135,95
E05001898 : Ketley and Oakengates,"7,110",481,"1,211",400
E05001899 : Lawley and Overdale,"3,878",341,522,194
E05001900 : Madeley,"4,042",314,598,230
E05001901 : Malinslee,"4,375",166,920,398
E05001902 : Muxton,"4,772",556,471,184
E05001903 : Newport East,"2,139",189,233,50
E05001904 : Newport North,"2,306",281,208,59
E05001905 : Newport South,"1,963",174,206,53
E05001906 : Newport West,"2,216",229,234,57
E05001907 : Park,"1,815",127,248,56
E05001908 : Priorslee,"4,652",774,241,144
E05001909 : St Georges,"4,583",300,685,213
E05001910 : Shawbirch,"2,442",285,195,54
E05001911 : The Nedge,"6,952",447,"1,171",466
E05001912 : Woodside,"4,629",144,948,510
E05001913 : Wrockwardine,"4,374",589,330,127
E05001914 : Wrockwardine Wood and Trench,"4,948",239,918,231
E05006902 : Brereton and Ravenhill,"4,734",249,881,233
E05006903 : Cannock East,"5,295",233,"1,080",315
E05006904 : Cannock North,"5,170",145,"1,099",437
E05006905 : Cannock South,"5,568",229,"1,016",408
E05006906 : Cannock West,"5,200",524,507,197
E05006907 : Etching Hill and The Heath,"5,186",386,747,192
E05006908 : Hagley,"3,361",213,578,159
E05006909 : Hawks Green,"5,685",595,495,131
E05006910 : Heath Hayes East and Wimblebury,"4,841",325,656,196
E05006911 : Hednesford Green Heath,"3,836",239,537,142
E05006912 : Hednesford North,"5,263",246,947,324
E05006913 : Hednesford South,"4,013",310,494,97
E05006914 : Norton Canes,"5,541",353,853,270
E05006915 : Rawnsley,"3,729",310,426,140
E05006916 : Western Springs,"4,852",333,759,205
E05006917 : Abbey,"2,131",270,160,36
E05006918 : Anglesey,"4,908",211,"1,196",512
E05006919 : Bagots,"1,985",301,130,19
E05006920 : Branston,"5,407",548,695,153
E05006921 : Brizlincote,"4,058",524,408,70
E05006922 : Burton,"2,755",173,569,186
E05006923 : Churnet,"2,135",192,349,75
E05006924 : Crown,"2,742",298,353,214
E05006925 : Eton Park,"4,423",206,857,481
E05006926 : Heath,"4,497",289,865,163
E05006927 : Horninglow,"6,193",349,"1,139",337
E05006928 : Needwood,"4,039",586,351,81
E05006929 : Rolleston on Dove,"2,375",366,190,57
E05006930 : Shobnall,"5,072",207,"1,032",535
E05006931 : Stapenhill,"5,850",222,"1,261",371
E05006932 : Stretton,"5,756",615,604,120
E05006933 : Town,"4,962",542,581,213
E05006934 : Tutbury and Outwoods,"4,302",509,463,90
E05006935 : Weaver,"1,560",205,209,43
E05006936 : Winshill,"6,041",506,952,366
E05006937 : Yoxall,"1,868",300,124,44
E05006938 : All Saints,"2,604",191,301,81
E05006939 : Alrewas and Fradley,"4,316",694,339,92
E05006940 : Armitage with Handsacre,"3,970",321,591,175
E05006941 : Boley Park,"3,712",621,230,96
E05006942 : Boney Hay,"2,340",167,348,105
E05006943 : Bourne Vale,"1,924",170,285,206
E05006944 : Burntwood Central,"2,366",175,316,58
E05006945 : Chadsmead,"2,696",214,478,164
E05006946 : Chase Terrace,"3,901",267,514,110
E05006947 : Chasetown,"2,771",164,458,165
E05006948 : Colton and Mavesyn Ridware,"1,366",156,134,35
E05006949 : Curborough,"3,745",297,643,193
E05006950 : Fazeley,"3,533",277,556,137
E05006951 : Hammerwich,"2,670",254,303,57
E05006952 : Highfield,"3,054",437,193,58
E05006953 : King's Bromley,"1,211",196,80,22
E05006954 : Leomansley,"4,990",904,286,146
E05006955 : Little Aston,"2,093",449,65,71
E05006956 : Longdon,"1,412",241,96,27
E05006957 : Mease and Tame,"2,680",445,192,70
E05006958 : St John's,"4,743",864,275,94
E05006959 : Shenstone,"2,428",380,134,65
E05006960 : Stonnall,"1,162",159,85,21
E05006961 : Stowe,"3,767",434,470,178
E05006962 : Summerfield,"2,802",132,496,149
E05006963 : Whittington,"2,501",427,197,47
E05006964 : Audley and Bignall End,"4,440",402,622,141
E05006965 : Bradwell,"4,554",284,862,223
E05006966 : Butt Lane,"4,129",210,761,237
E05006967 : Chesterton,"5,361",379,916,275
E05006968 : Clayton,"3,041",287,387,85
E05006969 : Cross Heath,"4,364",178,988,261
E05006970 : Halmerend,"2,788",313,341,57
E05006971 : Holditch,"3,311",106,772,247
E05006972 : Keele,"3,865",232,48,25
E05006973 : Kidsgrove,"5,071",311,883,186
E05006974 : Knutton and Silverdale,"3,093",127,732,196
E05006975 : Loggerheads and Whitmore,"5,173",848,337,136
E05006976 : Madeley,"3,121",371,309,79
E05006977 : May Bank,"4,614",465,510,128
E05006978 : Newchapel,"2,594",199,394,50
E05006979 : Porthill,"3,066",273,416,79
E05006980 : Ravenscliffe,"3,102",236,484,90
E05006981 : Seabridge,"4,185",498,443,139
E05006982 : Silverdale and Parksite,"2,699",138,574,141
E05006983 : Talke,"2,950",176,558,120
E05006984 : Thistleberry,"4,402",495,527,200
E05006985 : Town,"4,034",290,511,273
E05006986 : Westlands,"4,067",758,282,108
E05006987 : Wolstanton,"4,311",357,583,142
E05006988 : Bilbrook,"3,109",256,380,135
E05006989 : Brewood and Coven,"4,898",606,471,127
E05006990 : Cheslyn Hay North and Saredon,"3,295",212,466,128
E05006991 : Cheslyn Hay South,"2,927",227,330,73
E05006992 : Codsall North,"2,897",344,233,108
E05006993 : Codsall South,"2,924",479,161,65
E05006994 : Essington,"3,623",307,427,122
E05006995 : Featherstone and Shareshill,"4,529",309,661,426
E05006996 : Great Wyrley Landywood,"3,773",276,518,155
E05006997 : Great Wyrley Town,"4,649",308,653,171
E05006998 : Himley and Swindon,"1,488",148,189,41
E05006999 : Huntington and Hatherton,"3,807",264,573,204
E05007000 : Kinver,"5,371",937,339,138
E05007001 : Pattingham and Patshull,"1,685",281,109,46
E05007002 : Penkridge North East and Acton Trussell,"2,834",372,235,78
E05007003 : Penkridge South East,"3,341",386,305,82
E05007004 : Penkridge West,"1,615",161,161,49
E05007005 : Perton Dippons,"1,539",167,107,28
E05007006 : Perton East,"1,743",222,119,25
E05007007 : Perton Lakeside,"4,910",496,448,180
E05007008 : Trysull and Seisdon,"1,645",202,127,44
"E05007009 : Wheaton Aston, Bishopswood and Lapley","3,127",398,217,93
E05007010 : Wombourne North and Lower Penn,"4,701",620,356,144
E05007011 : Wombourne South East,"2,717",309,231,70
E05007012 : Wombourne South West,"3,571",316,420,165
E05007013 : Barlaston and Oulton,"2,953",362,305,75
E05007014 : Baswich,"3,171",440,238,64
E05007015 : Chartley,"1,444",248,82,20
E05007016 : Church Eaton,"1,677",259,95,42
E05007017 : Common,"3,468",284,462,143
E05007018 : Coton,"3,637",246,415,130
E05007019 : Eccleshall,"5,054",751,407,167
E05007020 : Forebridge,"4,010",466,357,157
E05007021 : Fulford,"4,355",484,441,137
E05007022 : Gnosall and Woodseaves,"4,826",650,380,89
E05007023 : Haywood and Hixon,"4,859",630,429,98
E05007024 : Highfields and Western Downs,"4,886",345,752,325
E05007025 : Holmcroft,"4,921",378,711,178
E05007026 : Littleworth,"5,762",515,700,320
E05007027 : Manor,"4,599",336,693,259
E05007028 : Milford,"3,935",583,189,82
E05007029 : Milwich,"1,437",230,67,19
E05007030 : Penkside,"3,305",281,495,247
E05007031 : Rowley,"3,274",513,238,84
E05007032 : St. Michael's,"3,615",599,291,84
E05007033 : Seighford,"2,592",331,211,31
E05007034 : Stonefield and Christchurch,"4,033",580,414,129
E05007035 : Swynnerton,"3,373",513,266,86
E05007036 : Tillington,"3,166",285,407,140
E05007037 : Walton,"4,270",436,565,99
E05007038 : Weeping Cross,"4,675",643,286,92
E05007039 : Alton,"1,056",141,99,29
E05007040 : Bagnall and Stanley,"1,174",163,81,15
E05007041 : Biddulph East,"4,431",238,888,260
E05007042 : Biddulph Moor,"1,282",134,143,24
E05007043 : Biddulph North,"3,830",420,412,72
E05007044 : Biddulph South,"1,144",105,156,19
E05007045 : Biddulph West,"3,992",296,607,108
E05007046 : Brown Edge and Endon,"3,492",357,358,64
E05007047 : Caverswall,"1,319",124,137,44
E05007048 : Cellarhead,"2,364",194,284,91
E05007049 : Cheadle North East,"2,665",126,521,155
E05007050 : Cheadle South East,"2,613",186,455,75
E05007051 : Cheadle West,"3,739",301,468,115
E05007052 : Checkley,"4,373",415,564,92
E05007053 : Cheddleton,"4,014",448,377,70
E05007054 : Churnet,"2,400",219,292,40
E05007055 : Dane,"1,206",135,106,24
E05007056 : Forsbrook,"3,873",327,503,91
E05007057 : Hamps Valley,"1,382",152,147,28
E05007058 : Horton,"1,416",210,78,47
E05007059 : Ipstones,"1,415",152,137,39
E05007060 : Leek East,"3,650",311,511,135
E05007061 : Leek North,"3,774",213,773,189
E05007062 : Leek South,"4,156",339,637,156
E05007063 : Leek West,"3,461",343,422,93
E05007064 : Manifold,"1,449",151,136,41
E05007065 : Werrington,"2,415",214,270,53
E05007066 : Amington,"5,963",470,893,301
E05007067 : Belgrave,"5,617",297,"1,080",264
E05007068 : Bolehall,"5,593",326,967,236
E05007069 : Castle,"5,477",470,854,228
E05007070 : Glascote,"5,744",226,"1,112",434
E05007071 : Mercian,"4,847",358,819,230
E05007072 : Spital,"5,059",464,764,187
E05007073 : Stonydelph,"5,847",398,913,286
E05007074 : Trinity,"5,656",519,643,111
E05007075 : Wilnecote,"7,030",634,935,209
E05007457 : Arley and Whitacre,"4,064",306,638,178
E05007458 : Atherstone Central,"2,971",152,653,181
E05007459 : Atherstone North,"2,475",190,442,110
E05007460 : Atherstone South and Mancetter,"2,697",236,536,125
E05007461 : Baddesley and Grendon,"2,954",197,426,91
E05007462 : Coleshill North,"2,430",191,274,45
E05007463 : Coleshill South,"2,405",233,272,100
E05007464 : Curdworth,"2,469",285,185,59
E05007465 : Dordon,"2,357",103,522,123
E05007466 : Fillongley,"2,484",320,212,68
E05007467 : Hartshill,"2,800",214,498,112
E05007468 : Hurley and Wood End,"2,827",211,487,113
E05007469 : Kingsbury,"2,863",240,445,84
E05007470 : Newton Regis and Warton,"2,609",291,339,67
E05007471 : Polesworth East,"2,526",186,431,82
E05007472 : Polesworth West,"2,660",192,378,70
E05007473 : Water Orton,"2,579",275,233,58
E05007474 : Abbey,"6,568",324,"1,284",593
E05007475 : Arbury,"5,075",347,790,178
E05007476 : Attleborough,"5,533",443,889,275
E05007477 : Bar Pool,"5,477",256,"1,184",343
E05007478 : Bede,"4,828",197,922,322
E05007479 : Bulkington,"4,548",413,610,151
E05007480 : Camp Hill,"5,196",192,"1,226",442
E05007481 : Exhall,"5,721",342,972,242
E05007482 : Galley Common,"6,193",497,920,200
E05007483 : Heath,"5,374",399,864,250
E05007484 : Kingswood,"5,026",206,"1,084",302
E05007485 : Poplar,"6,069",399,"1,052",307
E05007486 : St Nicolas,"5,165",704,399,106
E05007487 : Slough,"5,272",356,810,169
E05007488 : Weddington,"5,305",581,606,140
E05007489 : Wem Brook,"5,460",197,"1,200",514
E05007490 : Whitestone,"5,280",735,428,111
E05007491 : Admirals,"5,466",805,562,138
E05007492 : Avon and Swift,"2,055",298,187,75
E05007493 : Benn,"5,293",424,"1,141",287
E05007494 : Bilton,"3,508",492,356,73
E05007495 : Brownsover North,"4,808",760,542,123
E05007496 : Brownsover South,"3,518",243,744,213
E05007497 : Caldecott,"4,167",506,470,112
E05007498 : Dunchurch and Knightlow,"4,161",786,268,91
E05007499 : Earl Craven and Wolston,"4,355",523,402,130
E05007500 : Eastlands,"4,271",514,423,89
E05007501 : Fosse,"2,819",410,266,48
E05007502 : Hillmorton,"3,862",357,564,124
E05007503 : Lawford and King's Newnham,"2,625",299,357,90
E05007504 : Leam Valley,"1,387",273,66,21
E05007505 : New Bilton,"5,734",435,"1,206",266
E05007506 : Newbold,"4,894",313,"1,048",336
E05007507 : Overslade,"4,042",377,603,190
E05007508 : Paddox,"2,634",267,330,62
E05007509 : Ryton-on-Dunsmore,"1,344",188,145,35
E05007510 : Wolvey,"1,816",231,134,45
E05008585 : Alcester,"4,390",451,513,154
E05007512 : Aston Cantlow,"1,390",242,82,21
E05007944 : Bardon,"1,660",262,112,36
E05008586 : Bidford and Salford,"5,093",613,469,136
E05007515 : Brailes,"1,565",226,92,28
E05007945 : Burton Dassett,"1,794",284,132,21
E05007517 : Claverdon,"1,596",319,91,35
E05008587 : Ettington,"1,716",309,106,32
E05007519 : Fenny Compton,"1,822",341,132,41
E05007520 : Harbury,"3,475",559,262,90
E05007947 : Henley,"3,084",485,241,63
E05008588 : Kineton,"3,149",537,277,82
E05007949 : Kinwarton,"1,535",233,105,38
E05007524 : Long Compton,"1,556",275,123,38
E05007525 : Long Itchington,"1,691",266,134,36
E05007526 : Quinton,"1,906",240,166,40
E05007527 : Sambourne,"1,390",266,82,18
E05007528 : Shipston,"3,568",423,385,75
E05008589 : Snitterfield,"1,618",317,94,28
E05007530 : Southam,"4,733",555,563,100
E05007531 : Stockton and Napton,"1,856",286,175,30
E05007532 : Stratford Alveston,"5,244","1,052",241,106
E05008590 : Stratford Avenue and New Town,"5,964",768,618,183
E05007534 : Stratford Guild and Hathaway,"5,506",793,417,101
E05007535 : Stratford Mount Pleasant,"3,307",297,406,99
E05007536 : Studley,"4,258",445,502,126
E05007951 : Tanworth,"2,825",514,127,49
E05008591 : Tredington,"1,680",262,124,29
E05008592 : Vale of the Red Horse,"1,715",298,124,23
E05008593 : Welford,"1,550",261,86,27
E05008594 : Wellesbourne,"5,092",743,420,97
E05007542 : Abbey,"5,476","1,190",249,104
E05007543 : Bishop's Tachbrook,"1,883",297,166,44
E05007544 : Brunswick,"7,934",537,974,388
E05007545 : Budbrooke,"4,567",990,228,68
E05007546 : Clarendon,"5,130","1,009",273,126
E05007547 : Crown,"4,043",368,565,236
E05007548 : Cubbington,"4,078",673,246,96
E05007549 : Lapworth,"2,222",438,93,41
E05007550 : Leek Wootton,"1,890",411,85,24
E05007551 : Manor,"5,961","1,261",314,169
E05007552 : Milverton,"6,991","1,573",337,210
E05007553 : Park Hill,"6,068","1,331",301,92
E05007554 : Radford Semele,"1,835",304,131,44
E05007555 : St John's,"5,122",935,329,111
E05007556 : Stoneleigh,"3,013",329,65,38
E05007557 : Warwick North,"6,149",694,694,200
E05007558 : Warwick South,"7,558","1,588",476,203
E05007559 : Warwick West,"8,512","1,360",814,286
E05007560 : Whitnash,"6,295",753,630,179
E05007561 : Willes,"8,156",989,847,290
E05001178 : Acocks Green,"19,708","1,154","2,927","2,354"
E05001179 : Aston,"21,901",544,"2,421","5,152"
E05001180 : Bartley Green,"17,783",966,"2,527","1,704"
E05001181 : Billesley,"18,651","1,106","2,524","1,761"
E05001182 : Bordesley Green,"21,009",592,"2,360","5,776"
E05001183 : Bournville,"18,907","2,533","1,797","1,134"
E05001184 : Brandwood,"18,292","1,688","2,065","1,612"
E05001185 : Edgbaston,"20,055","3,056",981,"1,252"
E05001186 : Erdington,"16,425","1,107","2,051","1,417"
E05001187 : Hall Green,"18,565","1,838","1,688","1,645"
E05001188 : Handsworth Wood,"20,191","1,423","2,612","2,513"
E05001189 : Harborne,"17,495","3,771","1,086","1,153"
E05001190 : Hodge Hill,"18,259",672,"2,456","3,235"
E05001191 : Kings Norton,"17,115","1,160","2,213","1,637"
E05001192 : Kingstanding,"17,376",597,"2,954","2,257"
E05001193 : Ladywood,"26,007","4,382","1,720","2,131"
E05001194 : Longbridge,"18,289","1,108","2,490","1,575"
E05001195 : Lozells and East Handsworth,"20,943",637,"2,763","5,105"
E05001196 : Moseley and Kings Heath,"19,486","3,409","1,234","2,035"
E05001197 : Nechells,"23,922",886,"2,761","4,590"
E05001198 : Northfield,"18,579","1,347","2,182","1,337"
E05001199 : Oscott,"17,534",940,"2,509","1,062"
E05001200 : Perry Barr,"16,956","1,027","1,945","1,380"
E05001201 : Quinton,"17,059","1,828","1,844","1,454"
E05001202 : Selly Oak,"22,248","1,653",908,924
E05001203 : Shard End,"18,281",525,"3,307","2,250"
E05001204 : Sheldon,"15,447",882,"2,108","1,127"
E05001205 : Soho,"21,035",744,"3,227","4,388"
E05001206 : South Yardley,"20,993",909,"3,010","3,103"
E05001207 : Sparkbrook,"21,135",716,"2,355","6,075"
E05001208 : Springfield,"20,949","1,094","2,300","4,602"
E05001209 : Stechford and Yardley North,"17,635",806,"2,558","2,153"
E05001210 : Stockland Green,"17,877","1,031","2,451","1,970"
E05001211 : Sutton Four Oaks,"16,720","3,066",889,496
E05001212 : Sutton New Hall,"16,403","2,346","1,135",504
E05001213 : Sutton Trinity,"18,000","2,588","1,327",742
E05001214 : Sutton Vesey,"17,014","2,650","1,134",522
E05001215 : Tyburn,"17,501",741,"2,841","2,014"
E05001216 : Washwood Heath,"20,537",499,"2,394","6,376"
E05001217 : Weoley,"17,970","1,359","2,375","1,884"
E05001218 : Bablake,"11,142","1,009","1,204",387
E05001219 : Binley and Willenhall,"11,861",625,"2,050","1,091"
E05001220 : Cheylesmore,"11,576","1,248","1,314",671
E05001221 : Earlsdon,"11,416","1,960",666,324
E05001222 : Foleshill,"13,381",406,"2,354","2,774"
E05001223 : Henley,"12,706",800,"2,107","1,129"
E05001224 : Holbrook,"12,045",646,"2,124",914
E05001225 : Longford,"13,253",591,"2,435","1,255"
E05001226 : Lower Stoke,"13,344",948,"2,043",903
E05001227 : Radford,"13,617",783,"2,183","1,268"
E05001228 : St Michael's,"19,684",663,"2,014","1,989"
E05001229 : Sherbourne,"12,497","1,019","1,446",636
E05001230 : Upper Stoke,"13,533",617,"2,367","1,091"
E05001231 : Wainbody,"11,587","1,380",556,293
E05001232 : Westwood,"13,668","1,230","1,664",801
E05001233 : Whoberley,"12,238","1,152","1,146",477
E05001234 : Woodlands,"12,167","1,244","1,366",555
E05001235 : Wyken,"12,156","1,083","1,602",555
E05001236 : Amblecote,"10,202",946,"1,073",365
E05001237 : Belle Vale,"9,812",700,"1,252",649
E05001238 : Brierley Hill,"10,221",422,"1,857",934
E05001239 : Brockmoor and Pensnett,"9,283",333,"1,946",854
E05001240 : Castle and Priory,"9,693",558,"1,636",898
E05001241 : Coseley East,"8,921",424,"1,547",651
E05001242 : Cradley and Wollescote,"9,853",553,"1,553",854
E05001243 : Gornal,"9,542",642,"1,528",437
E05001244 : Halesowen North,"8,829",643,"1,051",545
E05001245 : Halesowen South,"8,996","1,157",722,273
E05001246 : Hayley Green and Cradley South,"8,471",810,863,389
E05001247 : Kingswinford North and Wall Heath,"9,146","1,001",863,256
E05001248 : Kingswinford South,"9,161",942,"1,035",276
E05001249 : Lye and Stourbridge North,"9,125",511,"1,349",758
"E05001250 : Netherton, Woodside and St Andrews","10,808",423,"2,018","1,059"
E05001251 : Norton,"8,609","1,100",711,310
E05001252 : Pedmore and Stourbridge East,"8,905","1,242",785,379
E05001253 : Quarry Bank and Dudley Wood,"9,500",433,"1,717",620
E05001254 : St James's,"10,297",772,"1,580",809
E05001255 : St Thomas's,"9,936",439,"1,613","1,415"
E05001256 : Sedgley,"8,740",806,"1,021",342
E05001257 : Upper Gornal and Woodsetton,"9,771",566,"1,575",601
E05001258 : Wollaston and Stourbridge Town,"9,407",916,956,444
E05001259 : Wordsley,"9,498",723,"1,174",343
E05001260 : Abbey,"8,833","1,032",950,532
E05001261 : Blackheath,"8,908",482,"1,456",656
E05001262 : Bristnall,"8,681",431,"1,465",701
E05001263 : Charlemont with Grove Vale,"8,847",658,"1,235",614
