KS601EW to KS603EW - Economic activity by sex,,,,
ONS Crown Copyright Reserved [from Nomis on 17 December 2025],,,,
,,,,
population,All usual residents aged 16 to 74,,,
units,Persons,,,
date,2011,,,
rural urban,Total,,,
sex,All persons,,,
,,,,
2011 ward,All usual residents aged 16 to 74,Economically active,Economically active: Unemployed,Economically inactive: Student (including full-time students)
E05007103 : All Saints,"2,942","2,440",105,35
E05007104 : Brandon East,"4,199","2,950",150,94
E05007105 : Brandon West,"2,757","1,909",99,64
E05007106 : Eriswell and The Rows,"6,399","4,755",142,233
E05007107 : Exning,"1,476","1,105",43,41
E05007108 : Great Heath,"3,174","2,324",140,120
E05007109 : Iceni,"1,322",969,28,32
E05007110 : Lakenheath,"3,440","2,437",115,78
E05007111 : Manor,"1,417","1,056",27,36
E05007112 : Market,"3,096","2,234",87,93
E05007113 : Red Lodge,"3,041","2,524",85,78
E05007114 : St Mary's,"4,277","3,290",167,114
E05007115 : Severals,"5,280","4,211",209,155
E05007116 : South,"1,233",911,15,37
E05007117 : Alexandra,"7,707","5,948",478,482
E05007118 : Bixley,"4,867","3,448",130,162
E05007119 : Bridge,"6,434","4,799",430,218
E05007120 : Castle Hill,"5,331","3,950",158,158
E05007121 : Gainsborough,"6,173","4,366",357,213
E05007122 : Gipping,"6,516","4,749",428,242
E05007123 : Holywells,"6,063","4,816",241,184
E05007124 : Priory Heath,"6,462","4,667",389,271
E05007125 : Rushmere,"5,720","4,148",207,254
E05007126 : St John's,"6,466","4,980",225,237
E05007127 : St Margaret's,"5,458","4,018",199,254
E05007128 : Sprites,"4,780","3,275",239,127
E05007129 : Stoke Park,"5,368","3,738",360,183
E05007130 : Westgate,"7,676","5,905",728,306
E05007131 : Whitehouse,"6,500","4,838",349,225
E05007132 : Whitton,"5,646","3,778",294,220
E05007133 : Bacton and Old Newton,"1,779","1,263",37,50
E05007134 : Badwell Ash,"1,966","1,387",46,61
E05007135 : Barking and Somersham,"1,630","1,138",32,39
E05007136 : Bramford and Blakenham,"2,960","2,106",80,64
E05007137 : Claydon and Barham,"3,363","2,501",81,92
E05007138 : Debenham,"1,619","1,120",39,56
E05007139 : Elmswell and Norton,"3,918","2,897",78,117
E05007140 : Eye,"1,542","1,001",46,61
E05007141 : Fressingfield,"1,696","1,142",48,37
E05007142 : Gislingham,"1,982","1,382",45,61
E05007143 : Haughley and Wetherden,"1,554","1,083",45,40
E05007144 : Helmingham and Coddenham,"1,684","1,242",43,58
E05007145 : Hoxne,"1,501","1,028",39,46
E05007146 : Mendlesham,"1,690","1,166",49,60
E05007147 : Needham Market,"3,233","2,353",114,71
E05007148 : Onehouse,"1,591","1,156",38,45
E05007149 : Palgrave,"1,693","1,147",32,44
E05007150 : Rattlesden,"1,514","1,059",39,30
E05007151 : Rickinghall and Walsham,"3,281","2,307",82,119
E05007152 : Ringshall,"2,797","2,242",48,59
E05007153 : Stowmarket Central,"3,168","2,323",87,56
E05007154 : Stowmarket North,"6,922","5,477",216,192
E05007155 : Stowmarket South,"3,575","2,561",152,114
E05007156 : Stowupland,"1,650","1,122",28,33
E05007157 : Stradbroke and Laxfield,"1,789","1,251",38,65
E05007158 : The Stonhams,"1,718","1,235",26,71
E05007159 : Thurston and Hessett,"3,148","2,358",58,83
E05007160 : Wetheringsett,"1,847","1,301",48,87
E05007161 : Woolpit,"1,448","1,006",43,49
E05007162 : Worlingworth,"1,815","1,253",32,75
E05007163 : Abbeygate,"3,775","2,761",109,121
E05007164 : Bardwell,"1,892","1,370",48,77
E05007165 : Barningham,"1,948","1,340",38,57
E05007166 : Barrow,"1,612","1,145",43,48
E05007167 : Cavendish,"1,450",971,39,44
E05007168 : Chedburgh,"1,522","1,051",35,45
E05007169 : Clare,"1,420",947,32,37
E05007170 : Eastgate,"1,713","1,276",64,49
E05007171 : Fornham,"1,435",986,23,30
E05007172 : Great Barton,"1,557","1,067",22,41
E05007173 : Haverhill East,"5,818","4,442",257,192
E05007174 : Haverhill North,"5,589","4,076",245,198
E05007175 : Haverhill South,"4,173","3,103",227,167
E05007176 : Haverhill West,"4,044","3,216",119,137
E05007177 : Horringer and Whelnetham,"1,626","1,187",25,38
E05007178 : Hundon,"2,451","1,349",83,73
E05007179 : Ixworth,"1,619","1,211",33,51
E05007180 : Kedington,"1,436",995,37,33
E05007181 : Minden,"3,335","2,365",126,108
E05007182 : Moreton Hall,"5,927","4,913",114,190
E05007183 : Northgate,"1,732","1,261",77,59
E05007184 : Pakenham,"2,647","2,188",59,51
E05007185 : Risby,"1,850","1,339",32,125
E05007186 : Risbygate,"3,882","3,102",135,98
E05007187 : Rougham,"1,712","1,214",58,55
E05007188 : St Olaves,"3,326","2,416",120,116
E05007189 : Southgate,"3,336","2,443",85,74
E05007190 : Stanton,"1,754","1,186",35,47
E05007191 : Westgate,"3,016","2,114",45,62
E05007192 : Wickhambrook,"1,622","1,162",38,43
E05007193 : Withersfield,"1,749","1,128",60,56
E05007194 : Aldeburgh,"2,131","1,288",40,26
E05007195 : Earl Soham,"1,542","1,057",35,62
E05007196 : Farlingaye,"1,478","1,016",30,78
E05007197 : Felixstowe East,"2,675","1,571",56,69
E05007198 : Felixstowe North,"3,030","2,112",123,75
E05007199 : Felixstowe South,"3,152","2,148",146,94
E05007200 : Felixstowe South East,"3,043","2,038",83,103
E05007201 : Felixstowe West,"4,774","3,324",245,157
E05007202 : Framlingham,"3,228","2,175",70,231
E05007203 : Grundisburgh,"1,609","1,085",32,58
E05007204 : Hacheston,"1,464","1,023",42,53
E05007205 : Hollesley with Eyke,"1,997","1,181",48,49
E05007206 : Kesgrave East,"7,301","5,930",188,223
E05007207 : Kesgrave West,"2,562","1,663",70,64
E05007208 : Kyson,"1,365",908,55,55
E05007209 : Leiston,"4,534","3,141",142,139
E05007210 : Martlesham,"3,611","2,427",68,102
E05007211 : Melton and Ufford,"3,529","2,437",85,139
E05007212 : Nacton,"3,365","2,401",56,113
E05007213 : Orford and Tunstall,"1,347",918,29,45
E05007214 : Otley,"1,667","1,133",38,76
E05007215 : Peasenhall,"1,573","1,103",31,44
E05007216 : Rendlesham,"2,432","1,885",72,81
E05007217 : Riverside,"1,168",716,18,40
E05007218 : Rushmere St Andrew,"4,341","3,100",72,140
E05007219 : Saxmundham,"3,441","2,213",107,91
E05007220 : Seckford,"1,319",882,44,37
E05007221 : Snape,"1,423",955,36,26
E05007222 : Sutton,"2,245","1,731",39,53
E05007223 : Trimleys with Kirton,"5,189","3,739",141,129
E05007224 : Walberswick and Wenhaston,"1,411",922,32,44
E05007225 : Wickham Market,"1,475",969,51,50
E05007226 : Witnesham,"1,477","1,021",34,40
E05007227 : Yoxford,"1,352",794,36,31
E05007228 : Beccles North,"3,420","2,224",116,111
E05007229 : Beccles South,"3,544","2,336",132,100
E05007230 : Blything,"1,531","1,005",33,41
E05007231 : Bungay,"3,513","2,458",122,109
E05007232 : Carlton,"3,282","2,251",130,81
E05007233 : Carlton Colville,"6,108","4,491",195,181
E05007234 : Gunton and Corton,"3,252","1,950",87,82
E05007235 : Halesworth,"3,228","2,122",100,84
E05007236 : Harbour,"5,695","3,811",528,229
E05007237 : Kessingland,"3,641","2,270",157,90
E05007238 : Kirkley,"5,342","3,575",448,195
E05007239 : Lothingland,"2,044","1,218",58,55
E05007240 : Normanston,"4,850","3,120",345,176
E05007241 : Oulton,"3,122","2,059",103,110
E05007242 : Oulton Broad,"3,230","2,052",111,86
E05007243 : Pakefield,"4,721","2,861",202,125
E05007244 : St Margaret's,"5,604","3,494",303,184
E05007245 : Southwold and Reydon,"2,423","1,477",70,99
E05007246 : The Saints,"1,650","1,163",38,77
E05007247 : Wainford,"1,658","1,167",55,34
E05007248 : Whitton,"5,063","2,980",251,153
E05007249 : Worlingham,"3,292","2,250",91,103
E05007250 : Wrentham,"1,664","1,126",49,52
E05000128 : Belsize,"9,793","7,392",374,621
E05000129 : Bloomsbury,"9,642","5,345",299,"3,082"
E05000130 : Camden Town with Primrose Hill,"10,142","7,218",447,961
E05000131 : Cantelowes,"9,541","6,480",462,"1,349"
E05000132 : Fortune Green,"9,501","7,262",415,676
E05000133 : Frognal and Fitzjohns,"9,011","6,367",244,984
E05000134 : Gospel Oak,"8,418","5,741",468,719
E05000135 : Hampstead Town,"8,423","6,399",231,467
E05000136 : Haverstock,"9,270","6,185",538,959
E05000137 : Highgate,"8,286","5,916",361,586
E05000138 : Holborn and Covent Garden,"10,805","7,078",514,"1,741"
E05000139 : Kentish Town,"10,740","7,845",450,"1,016"
E05000140 : Kilburn,"9,294","6,504",568,688
E05000141 : King's Cross,"9,730","5,061",477,"3,181"
E05000142 : Regent's Park,"10,703","6,312",529,"2,358"
E05000143 : St Pancras and Somers Town,"10,413","6,052",597,"1,887"
E05000144 : Swiss Cottage,"9,980","7,336",352,797
E05000145 : West Hampstead,"10,141","7,904",429,662
E05000001 : Aldersgate,"1,221",964,34,45
E05000005 : Bishopsgate,215,181,4,14
E05000015 : Cripplegate,"2,298","1,748",55,137
E05000017 : Farringdon Within,227,192,5,16
E05000018 : Farringdon Without,"1,044",887,29,70
E05000021 : Portsoken,773,530,46,53
E05000022 : Queenhithe,310,273,7,19
E05000023 : Tower,219,197,7,9
E05000231 : Brownswood,"9,195","6,928",451,796
E05000232 : Cazenove,"9,297","6,497",589,874
E05000233 : Chatham,"9,934","7,037",901,790
E05000234 : Clissold,"9,564","7,337",490,613
E05000235 : Dalston,"11,902","9,075",813,856
E05000236 : De Beauvoir,"11,022","8,336",671,901
E05000237 : Hackney Central,"9,915","7,247",812,766
E05000238 : Hackney Downs,"10,108","7,193",813,771
E05000239 : Haggerston,"11,347","8,294",736,"1,096"
E05000240 : Hoxton,"12,307","8,551",850,"1,643"
E05000241 : King's Park,"7,875","5,056",713,738
E05000242 : Leabridge,"10,656","7,695",867,809
E05000243 : Lordship,"8,353","5,733",453,828
E05000244 : New River,"8,475","5,428",606,"1,002"
E05000245 : Queensbridge,"10,799","7,815",736,844
E05000246 : Springfield,"7,879","4,821",658,888
E05000247 : Stoke Newington Central,"10,059","7,762",581,665
E05000248 : Victoria,"10,044","7,205",759,754
E05000249 : Wick,"8,692","5,873",708,821
E05000250 : Addison,"9,518","7,465",425,588
E05000251 : Askew,"11,251","8,534",662,731
E05000252 : Avonmore and Brook Green,"10,122","7,311",465,"1,180"
E05000253 : College Park and Old Oak,"6,945","4,691",464,590
E05000254 : Fulham Broadway,"8,983","6,658",415,773
E05000255 : Fulham Reach,"9,470","6,873",356,"1,259"
E05000256 : Hammersmith Broadway,"9,426","6,869",489,832
E05000257 : Munster,"8,960","6,932",319,627
E05000258 : North End,"9,818","7,469",473,915
E05000259 : Palace Riverside,"5,555","4,041",162,390
E05000260 : Parsons Green and Walham,"8,372","6,260",305,510
E05000261 : Ravenscourt Park,"8,310","6,139",380,513
E05000262 : Sands End,"10,028","7,208",461,944
E05000263 : Shepherd's Bush Green,"9,963","7,598",617,618
E05000264 : Town,"8,989","7,093",392,523
E05000265 : Wormholt and White City,"9,842","6,613",675,926
E05000266 : Alexandra,"8,788","6,770",342,548
E05000267 : Bounds Green,"10,593","7,746",694,740
E05000268 : Bruce Grove,"10,684","7,195",758,"1,054"
E05000269 : Crouch End,"9,963","8,157",375,466
E05000270 : Fortis Green,"9,159","7,033",361,579
E05000271 : Harringay,"10,849","8,176",588,917
E05000272 : Highgate,"9,199","7,285",284,549
E05000273 : Hornsey,"9,924","7,568",625,616
E05000274 : Muswell Hill,"8,291","6,495",297,500
E05000275 : Noel Park,"10,768","7,357",733,"1,056"
E05000276 : Northumberland Park,"10,039","6,203","1,011",964
E05000277 : St Ann's,"11,422","7,961",710,"1,039"
E05000278 : Seven Sisters,"11,143","7,638",698,"1,047"
E05000279 : Stroud Green,"9,511","7,582",449,566
E05000280 : Tottenham Green,"11,123","7,576",857,"1,011"
E05000281 : Tottenham Hale,"11,009","6,935",821,"1,478"
E05000282 : West Green,"10,175","6,944",716,895
E05000283 : White Hart Lane,"9,244","5,661",717,952
E05000284 : Woodside,"11,178","7,907",694,968
E05000366 : Barnsbury,"9,869","7,006",487,"1,114"
E05000367 : Bunhill,"12,103","7,873",622,"2,389"
E05000368 : Caledonian,"11,219","7,332",618,"1,293"
E05000369 : Canonbury,"9,412","6,798",531,638
E05000370 : Clerkenwell,"9,596","6,411",416,"1,668"
E05000371 : Finsbury Park,"11,158","7,809",734,972
E05000372 : Highbury East,"9,128","7,004",420,588
E05000373 : Highbury West,"12,330","9,561",591,891
E05000374 : Hillrise,"9,114","6,317",575,688
E05000375 : Holloway,"12,062","8,274",658,"1,623"
E05000376 : Junction,"9,611","6,882",545,942
E05000377 : Mildmay,"10,078","7,322",567,813
E05000378 : St George's,"9,911","7,094",530,804
E05000379 : St Mary's,"9,503","7,175",504,584
E05000380 : St Peter's,"9,546","6,999",498,736
E05000381 : Tollington,"10,509","7,631",664,715
E05000382 : Abingdon,"7,923","5,337",265,836
E05000383 : Brompton,"7,136","4,931",175,711
E05000384 : Campden,"6,473","4,652",172,481
E05000385 : Colville,"6,875","5,081",438,387
E05000386 : Courtfield,"7,456","4,961",236,"1,323"
E05000387 : Cremorne,"6,176","4,033",352,413
E05000388 : Earl's Court,"7,787","5,531",378,857
E05000389 : Golborne,"6,889","4,496",574,485
E05000390 : Hans Town,"7,108","4,947",247,542
E05000391 : Holland,"7,551","5,128",277,626
E05000392 : Norland,"6,637","4,549",308,433
E05000393 : Notting Barns,"7,184","4,765",519,569
E05000394 : Pembridge,"6,220","4,676",204,487
E05000395 : Queen's Gate,"8,036","5,431",219,"1,115"
E05000396 : Redcliffe,"7,492","5,584",235,552
E05000397 : Royal Hospital,"5,590","4,000",160,286
E05000398 : St Charles,"7,101","4,765",476,546
E05000399 : Stanley,"6,446","4,650",198,382
E05000416 : Bishop's,"8,230","5,722",403,"1,295"
E05000417 : Brixton Hill,"12,807","10,131",726,724
E05000418 : Clapham Common,"10,447","8,590",397,516
E05000419 : Clapham Town,"11,341","9,329",522,502
E05000420 : Coldharbour,"12,734","9,283","1,103","1,073"
E05000421 : Ferndale,"12,740","10,294",695,692
E05000422 : Gipsy Hill,"10,134","7,582",717,607
E05000423 : Herne Hill,"11,880","9,344",636,757
E05000424 : Knight's Hill,"10,698","7,924",789,697
E05000425 : Larkhall,"13,871","10,841",828,"1,021"
E05000426 : Oval,"12,487","9,678",599,"1,004"
E05000427 : Prince's,"11,264","8,395",664,903
E05000428 : St Leonard's,"11,587","9,147",625,637
E05000429 : Stockwell,"11,590","8,928",823,847
E05000430 : Streatham Hill,"11,075","8,635",638,564
E05000431 : Streatham South,"10,615","7,811",639,729
E05000432 : Streatham Wells,"11,394","8,881",664,628
E05000433 : Thornton,"9,477","7,390",543,558
E05000434 : Thurlow Park,"10,234","7,922",597,554
E05000435 : Tulse Hill,"11,961","9,141",825,859
E05000436 : Vassall,"11,164","8,222",822,895
E05000437 : Bellingham,"10,334","7,182",748,625
E05000438 : Blackheath,"10,703","8,193",568,648
E05000439 : Brockley,"14,064","10,718",750,"1,444"
E05000440 : Catford South,"11,133","8,128",646,795
E05000441 : Crofton Park,"11,400","8,718",609,689
E05000442 : Downham,"9,990","6,811",749,621
E05000443 : Evelyn,"12,327","8,739",989,"1,171"
E05000444 : Forest Hill,"10,990","8,452",600,624
E05000445 : Grove Park,"10,670","7,641",616,626
E05000446 : Ladywell,"11,289","8,455",600,"1,053"
E05000447 : Lee Green,"10,999","8,417",526,599
E05000448 : Lewisham Central,"13,548","10,081",883,910
E05000449 : New Cross,"12,180","8,785",931,"1,347"
E05000450 : Perry Vale,"11,672","8,864",651,681
E05000451 : Rushey Green,"10,969","7,935",793,715
E05000452 : Sydenham,"11,547","8,342",700,768
E05000453 : Telegraph Hill,"12,736","9,608",758,"1,037"
E05000454 : Whitefoot,"9,704","6,724",659,665
E05000475 : Beckton,"11,473","7,834",740,"1,438"
E05000476 : Boleyn,"11,505","7,439",757,"1,197"
E05000477 : Canning Town North,"10,900","7,361",975,"1,054"
E05000478 : Canning Town South,"12,134","8,491",838,"1,203"
E05000479 : Custom House,"9,828","6,766",696,934
E05000480 : East Ham Central,"11,803","7,610",699,"1,448"
E05000481 : East Ham North,"10,328","6,495",625,"1,244"
E05000482 : East Ham South,"10,636","7,048",781,"1,081"
E05000483 : Forest Gate North,"12,286","8,721",789,"1,221"
E05000484 : Forest Gate South,"13,483","9,267",916,"1,527"
E05000485 : Green Street East,"11,967","7,552",780,"1,518"
E05000486 : Green Street West,"11,494","7,076",748,"1,525"
E05000487 : Little Ilford,"11,506","7,083",932,"1,375"
E05000488 : Manor Park,"11,215","7,104",807,"1,294"
E05000489 : Plaistow North,"11,309","7,459",860,"1,145"
E05000490 : Plaistow South,"11,817","8,118",861,"1,215"
E05000491 : Royal Docks,"8,258","6,442",525,609
E05000492 : Stratford and New Town,"14,587","10,963",922,"1,503"
E05000493 : Wall End,"10,685","6,814",702,"1,237"
E05000494 : West Ham,"11,744","8,118",781,"1,191"
E05000534 : Brunswick Park,"10,190","7,406",703,"1,047"
E05000535 : Camberwell Green,"11,373","8,063",849,"1,048"
E05000536 : Cathedrals,"12,836","8,823",669,"2,298"
E05000537 : Chaucer,"12,586","8,926",595,"2,141"
E05000538 : College,"8,735","6,418",456,585
E05000539 : East Dulwich,"9,643","7,736",401,437
E05000540 : East Walworth,"8,997","6,106",584,"1,109"
E05000541 : Faraday,"9,458","6,605",795,928
E05000542 : Grange,"12,701","9,314",649,"1,536"
E05000543 : Livesey,"10,245","6,926",887,"1,026"
E05000544 : Newington,"11,124","7,991",767,"1,207"
E05000545 : Nunhead,"10,380","7,374",810,739
E05000546 : Peckham,"10,766","7,435",897,"1,168"
E05000547 : Peckham Rye,"10,271","7,980",523,604
E05000548 : Riverside,"12,163","9,545",586,977
E05000549 : Rotherhithe,"10,822","7,985",618,"1,082"
E05000550 : South Bermondsey,"10,463","7,388",731,"1,001"
E05000551 : South Camberwell,"9,723","7,249",491,"1,039"
E05000552 : Surrey Docks,"11,464","9,212",483,805
E05000553 : The Lane,"11,795","8,614",728,876
E05000554 : Village,"8,816","6,763",262,603
E05000573 : Bethnal Green North,"10,658","7,507",715,937
E05000574 : Bethnal Green South,"11,044","7,023",773,"1,539"
E05000575 : Blackwall and Cubitt Town,"15,607","11,829",900,"1,267"
E05000576 : Bow East,"11,639","8,596",713,846
E05000577 : Bow West,"9,991","7,097",596,942
E05000578 : Bromley-by-Bow,"10,217","6,556",893,"1,066"
E05000579 : East India and Lansbury,"10,179","6,369",986,900
E05000580 : Limehouse,"11,939","8,410",884,886
E05000581 : Mile End and Globe Town,"11,791","7,358",724,"2,258"
E05000582 : Mile End East,"9,826","6,363",850,"1,161"
E05000583 : Millwall,"19,191","15,061","1,048","1,450"
E05000584 : St Dunstan's and Stepney Green,"11,644","7,315",900,"1,319"
E05000585 : St Katharine's and Wapping,"10,394","8,239",441,542
E05000586 : Shadwell,"11,297","7,572",792,"1,070"
E05000587 : Spitalfields and Banglatown,"8,645","5,899",640,"1,123"
E05000588 : Weavers,"10,444","7,589",706,775
E05000589 : Whitechapel,"12,046","8,450",698,"1,326"
E05000610 : Balham,"11,961","9,913",356,415
E05000611 : Bedford,"11,926","9,695",459,557
E05000612 : Earlsfield,"12,651","10,167",417,851
E05000613 : East Putney,"12,207","9,905",357,523
E05000614 : Fairfield,"12,336","10,416",368,455
E05000615 : Furzedown,"11,372","8,365",618,813
E05000616 : Graveney,"11,870","8,882",536,907
E05000617 : Latchmere,"11,877","8,832",716,792
E05000618 : Nightingale,"11,575","9,398",352,463
E05000619 : Northcote,"11,682","9,825",289,370
E05000620 : Queenstown,"13,508","10,598",664,958
E05000621 : Roehampton and Putney Heath,"12,241","8,101",656,"1,689"
E05000622 : St Mary's Park,"13,473","10,567",545,841
E05000623 : Shaftesbury,"11,881","9,924",400,432
E05000624 : Southfields,"12,723","10,335",366,564
E05000625 : Thamesfield,"12,069","9,977",301,463
E05000626 : Tooting,"12,690","8,954",625,"1,462"
E05000627 : Wandsworth Common,"11,861","8,526",390,513
E05000628 : West Hill,"12,573","9,366",513,756
E05000629 : West Putney,"11,057","8,043",383,775
E05000630 : Abbey Road,"8,431","5,755",260,723
